,Date,User,Tweet,Likes,Retweets,Hashtags,Language
38,2022-12-06 08:03:43+00:00,OnlineClassNars,"Sabi nila, it’s better you claim na topnotcher ka para kahit hindi ka nag-topnotch, at least pasado ka. 

Today, I am once again claiming and manifesting. 
✨PNLE MAY 2023 BOARD PASSER AND TOPNOTCHER CUTIE✨ https://t.co/xiGs0amOYu",176,10,,en
39,2022-12-06 07:40:16+00:00,MaryAnnePamela,"Day 340 of 365 Days
Tues...KUMON ✏️ Online Class ❤️

#kumonphilippines https://t.co/9q7lOUGOs3",0,0,['kumonphilippines'],en
40,2022-12-06 04:49:30+00:00,dumbabadumdum,@daebrielms @_ianskieee_  beh what if samahan nyoko sa plm mag online class?,0,0,,tl
41,2022-12-06 04:20:47+00:00,mitzalmodovar09,Nathan's online class. Mama duties.,0,0,,en
42,2022-12-06 03:32:21+00:00,SierraSeol,Yupppppp nung nag start yung online class 2020 or 2021 ata HAHAHAHAHA https://t.co/xETAng9CVc,0,0,,tl
43,2022-12-06 01:52:05+00:00,CheniWin,"today, I can’t function well,but God is so understanding,bcoz this happened when kids have no class,we drove kuya to have fun at school fair,little girl stays at home to do small tasks,no class on thurs and online only for Fri. I can sulk in sadness and wait till it’s gone 😔",0,0,,en
44,2022-12-06 01:25:00+00:00,kerzelicious,Yehey! After ilang buwan nakapag-online class din gamit yung laptop! Hahaha! https://t.co/QFJ32vW0CU,0,0,,tl
45,2022-12-06 01:17:56+00:00,elisheeee,Ngano mas kulba online class,0,0,,tl
46,2022-12-05 18:02:17+00:00,charifre,"abi nako sa online class ra mag buntaganay ug disussion pati pod diay sa work, corporate meeting feels.",0,0,,tl
47,2022-12-05 15:49:27+00:00,lilmissnixx,"May online class pero bbirthday pa rinn hehe wabyu @hashtag_CK 
Check out Charles Kieron's video! #TikTok https://t.co/QwSUcSS5ch",1,1,['TikTok'],en
48,2022-12-05 13:50:53+00:00,FATBOYmuSLIM,"at regular na sa trabaho sa isang govt agency. Hindi naman kami close at wala halos interaction kasi lost nga ako sa class na yun. Dagdag pa na online ang class.

Anyway, nagoffer din siya ng tulong if in case mag-compre daw ako.

Random kindness is ❤️",2,0,,tl
49,2022-12-05 13:37:50+00:00,PotzAdriano,Online class nalang sana bukas walanya,0,0,,tl
50,2022-12-05 12:58:31+00:00,OnlineClassNars,@emz_dechavez Kaya nga po eh,0,0,,tl
51,2022-12-05 12:47:22+00:00,Mgk4eveeer,"@AdmiralBahroo I would like Pc not for myself but for my younger sister, for her online class 🙏❤️❤️❤️",0,0,,en
52,2022-12-05 12:22:55+00:00,shielamaeortiz_,Dalawang online class ko from 5pm to 6pm. Dahil ng leader pa ako sa FS 😭. Natapos ang online class sa FS ay 7:15 na.,0,0,,tl
53,2022-12-05 11:59:21+00:00,shielamaeortiz_,"Wag ka namang mambigla mare kahit naman may online class ako nagagawan ko ng paraan, pero ngayon noong makita ko tapos na 😭😥",1,0,,tl
54,2022-12-05 10:35:44+00:00,degamofrance,Mahal abi ang place for online class unya way matubag? Tabang 🥹 https://t.co/GRH2BIKIlh,1,0,,tl
55,2022-12-05 09:42:39+00:00,JCTIC_,"JCTIC offers new intakes!
Anyone who is interested in learning japanese, feel free to contact us, you can direct message us on twitter or by whatsapp (013-8663684).
We offer online class too😉 https://t.co/7lsWJdIHCb",2,0,,en
56,2022-12-05 09:42:11+00:00,AnnalynRamos15,"Take a free online class 

NARIAN ADMISSION OfLOVE
#JaneShua | #DarnaAfterEffects",0,1,"['JaneShua', 'DarnaAfterEffects']",en
57,2022-12-05 09:11:56+00:00,samazu2020,Ito yung exciting part na nawala nung nag online class sheeetttt.,2,0,,tl
58,2022-12-05 09:02:13+00:00,republicasiadot,"Umamin ka, nag-cutting class ka ba noon para mag computer shop?

Ang computer shops or internet cafe ay sikat noon sa mga online games. Sa halagang P15-P20 pesos, pwede ka nang makapag-internet o games for an hour.

I-share mo naman ang computer shop memories mo! #republicasia https://t.co/emWsuc22rJ",0,0,['republicasia'],tl
59,2022-12-05 06:59:38+00:00,itzjaaa,"Haha ang talent ko ay mag break down, during online class.",1,0,,tl
60,2022-12-05 05:40:26+00:00,jxxxnaero,Kaya puro ako gala kasi hawak ko time kasi online class lang naman 😭😭 feel ko di na ako makaka night out masyado this time,12,0,,tl
61,2022-12-05 05:29:42+00:00,Crossworksphl,"PMP REVIEW | ONLINE CLASS | JANUARY 23-FEB. 03, 2023 (9:00AM-12:00NN - https://t.co/aQMhiXuDR8 https://t.co/bGOIvXP6cw",0,0,,en
62,2022-12-05 05:06:26+00:00,butones_9209552,Laro na muna ako guise tsaka mag login kasi may online class pa kami today,2,0,,tl
63,2022-12-05 04:07:48+00:00,OnlineClassNars,@yourfutureRMT23 Thank you. This means a lot. HUUUUGS!! 🫶,1,0,,en
64,2022-12-05 02:00:00+00:00,FangirLaiza,in my online class era (for a week) i am not built for this 😩,0,0,,en
65,2022-12-05 01:59:27+00:00,ccristeels,ay thanks online class rami todeh,0,0,,en
66,2022-12-05 00:30:37+00:00,geograteej,"Kaya dapat may breaks within that session, lalo na sa online class. Stressful din on both teachers and students. https://t.co/l1X5bzzstL",19,3,,en
67,2022-12-05 00:24:47+00:00,amazingpatty,Okay lang kahit isagad niyo pa mga speakers niyo habang naka online class ako basta 'wag mga jeje songs pls lang,0,0,,tl
68,2022-12-05 00:18:36+00:00,risboiii,"ang boring ng monday class, online.",2,0,,tl
69,2022-12-04 23:42:34+00:00,OnlineClassNars,@Mujiki___ Someone messaged me abt it last night. Nabigla ako na ako na pala yung pinag-uusapan sa dept ng mga students nang hindi nila alam kung ano yung real reason ng delay ko. It sucks   how people talk behind your back wo knowing the true facts,1,0,,tl
70,2022-12-04 23:29:13+00:00,itsyumiii2,Hangover ft. Online class (magaling),0,0,,en
71,2022-12-04 22:29:30+00:00,shekayiiee,"online class pero kailangan pumunta ng school para sa praktos, ang masama pa apakaaga pa 🥲 potangina",0,0,,tl
72,2022-12-04 17:16:08+00:00,sonejajhez,Dapat pala nai take ko na ‘tong finmar nung online class palang!!!,0,0,,tl
73,2022-12-04 16:03:06+00:00,nottyboyivan,I'm so mentally drained. Online class is really not for me,0,0,,en
74,2022-12-04 14:19:35+00:00,OnlineClassNars,"Grabe. Chismis circled around my school na isa daw ako sa mga students na nag fail nung PNLE 2022 kaya wala sa roster of passers yung name ko. 

Hind nila alam na hindi ako nag-file for board exams pero ang bilis nila gumawa ng chismis",32,0,,tl
75,2022-12-04 09:45:31+00:00,israeljames_,"Bukas, lunes na naman. Papasok sa office then online class. Focus  ka lang sa mga kailangan mo unahin ok?",0,0,,tl
76,2022-12-04 08:37:42+00:00,_justRUSSh,parang mas nakakaipon pa ko nung online class kaysa f2f,0,0,,tl
77,2022-12-04 08:29:18+00:00,gelliecks,online class isang linggo hindi ako makakapag isip  ng tama nito sabahay,0,0,,tl
78,2022-12-04 06:05:55+00:00,nowanskii,Mag online class unta ko. Kapoi pa man. Nap nap sa ko,2,0,,tl
79,2022-12-04 05:33:56+00:00,AcordaAriza,bumalik ka sana sa full online class pag nangyari yan,0,0,,tl
80,2022-12-04 03:00:01+00:00,abcdexoxo29,"May 2 online class pala ako sa 9😭
Paano ko maeenjoy ang pila sa con nyan hahay",0,0,,tl
81,2022-12-04 02:34:55+00:00,BeMyneee,Online class hays,0,0,,en
82,2022-12-04 02:03:10+00:00,tinecjgh,katamad pag online class😭,0,0,,tl
83,2022-12-03 15:25:08+00:00,Ravligera,"3yrs na online class tas biglang magpapa f2f exam, hindi ko na alam pano mangopya sa katabi🙂",0,0,,tl
84,2022-12-03 12:36:47+00:00,pbfaith_,"My agenda for tomorrow:

-Attend online service
-Attend review class
-Work (overtime coz Monday is deadline)
-Start wrapping of gifts 

Sobrang busy ko this December!!",0,0,,en
85,2022-12-03 10:01:53+00:00,tommysarmientwo,@rosalexii Not a good place for online class 😭,1,0,,en
86,2022-12-03 08:17:50+00:00,charinajoyce,@tinericabordaaa Hi tineeeee. 😍👋🏼 kasi kapag online class kayo parati siyang may pagkain. 🤣😂,0,0,,tl
87,2022-12-03 05:19:06+00:00,AnglcBenosa,Prayers na lang talaga maiaambag ko rito sa online class na ito. 😆,2,0,,tl
88,2022-12-03 04:18:51+00:00,elelchan,Naa gyud reason ang delays ni Lord ba? I was planning na mo lakaw early sa balay and diri ra mag online class pero wala gyud ko naka lakaw sayo sa balay mao diay kay ang internet connection diri na side below 1Mbps,1,0,,tl
89,2022-12-03 03:13:09+00:00,xianborrega,"@xxfiahxx Seryoso, may mga kilala ako mas marunong pa magbasa yung kinder kong pamangkin ngayon.

Iba talaga yung naging epekto ng online class sa Elementary 😭",1,0,,tl
90,2022-12-03 02:03:26+00:00,Crazyianxx,aalis nanaman ako kahit may online class ang mahalaga siguro buhay pakoo,0,0,,tl
91,2022-12-03 01:18:17+00:00,treep_one,Maka bungol maning online class oi,0,0,,tl
92,2022-12-02 22:55:17+00:00,erineberries,"Ayoooo nakakatamad kaya kahapon yung isang subject ka lang sa isang araw tapos evening class pa 😭

Hindi na nagpapasok yung 2 subject ko kasi online na lang daw, baka naman itong nag-iisa 🥹🙏🏻",2,0,,tl
93,2022-12-02 16:13:40+00:00,GLXY_Ace,"Nakaka-umay na maka basa ng email na, Sorry Sir I can't pass my task on time and can't attend your online class because I have work and can't manage my time, hope you understand.

Taena choice ko bang pag sabayin niyo work and study niyo? Tas gusto niyo ako lang iintindi?",1,0,,tl
94,2022-12-02 15:04:44+00:00,daniisznn,"Lecturer network disconnect am, them come turn online class to space 😭",49,26,,en
95,2022-12-02 12:39:00+00:00,ktdnncdgn,@tamxy07 sa iyang playgroup/class ate online hihi hi enroll man nako,0,0,,tl
96,2022-12-02 12:30:38+00:00,yoruyahhh,@loveryydam Hahxhshshsh or baka dahil lagi me asa online class? Pero di ko na kaya na ala rad glasses ko 😭,1,0,,tl
97,2022-12-02 11:44:23+00:00,btsogtnfk,"May online class si kuya tas ang ingay naming lahat. Ang ginawa nya kinonek nya sa speaker, makinig daw kaming lahat 😭 Judge pa man din prof nya 😭 may narinig na naman akong mga provisions and cases, naalala ko tuloy business law subj namin nung 1st year 😭",0,0,,tl
98,2022-12-02 10:44:47+00:00,jokenkenAR,@suizeeneris Main reason ina kay dili ako naga uli sa aton for work from home kag online class,1,0,,tl
99,2022-12-02 10:37:45+00:00,TerryKing_12,@Yzz_Choi oo ate mas better na ngayon kasi nag stop na muna ako sa f2f class. Nag online na ako ngayon babalik ako sa f2f sa 2nd sem na 😊okay na pakiramdam ko umiinom padin ng gamot pero malapit na ma ubos kaya magiging okay nadin ako.,1,0,,tl
100,2022-12-02 10:35:47+00:00,renzology_,@scarletbeech_ Hala buti na lang wala na kaming online class hahahaha,0,0,,tl
101,2022-12-02 10:32:40+00:00,crstnjrgmc,Daming transaction talaga kapag head teller ka tapos sa class a branch pa 😅😅😅 ‘yung naka-online ka pero hindi mo naman mahawakan cp mo pota,2,0,,tl
102,2022-12-02 10:25:22+00:00,miaaaatt,niuli ko para sako duha ka f2f class unya way klase!!! online na pjd next week ughhh kalami mag wild oy,0,0,,tl
103,2022-12-02 10:22:24+00:00,nhamay_0827,Induction vs. Last session of online class. 🥴,0,0,,en
104,2022-12-02 09:20:55+00:00,daniisznn,This woman don talk “hello” like 6 times for this online class… dem dey air am 😭,34,22,,en
105,2022-12-02 08:38:08+00:00,ClaudeAndreww,Kinsa jud tong di mu hire namo kung siyay HR kay ga online class mi pero karon daghan na kayg job offers namong tanan,9,0,,tl
106,2022-12-02 06:22:55+00:00,jamesticism_,Online mode of class just showed how lazy some of the teachers are if left unsupervised,0,0,,en
107,2022-12-02 03:59:14+00:00,tinezxc_,online class. https://t.co/k1rDR1DcXf,0,0,,en
108,2022-12-02 03:19:00+00:00,aintninyuh,pinapatawa ko pinsan ko sa online class niya tas nung sinita ng teacher niya sinumbong ako HAHAHHAHAHAHAA,0,0,,tl
109,2022-12-02 02:34:13+00:00,SANTIAG54063692,online class nanaman:(,1,0,,en
110,2022-12-02 01:57:43+00:00,chrisxzj,Makinig sa online class plus makichismis: ✅,1,0,,en
111,2022-12-02 01:51:37+00:00,emmalyn_lopez07,Kuya hahah hindi maalala my online class kuya wala ka ba pasok ah tingin cp online class pala at f2f lagi tulog🤣,0,0,,tl
112,2022-12-02 01:28:03+00:00,isko_algorithm,History 109 Section 1 last class &lt;3 (online onli) https://t.co/v744XZJtVj,8,0,,en
113,2022-12-02 01:22:32+00:00,xarisjemi,Please i need reaction lalo na kung online class https://t.co/yCrej7zWan,0,0,,en
114,2022-12-02 00:55:24+00:00,muffwu,it's so frustrating. i have to use phone for online class because i'm on my way to my college but my stupid phone won't let me attend classes 😔,2,0,,en
115,2022-12-02 00:37:47+00:00,glxdahunog,@ngweexUn sulit suliton na ang online class kay hapit na full f2f,0,0,,tl
116,2022-12-01 23:36:58+00:00,lloydeequinonez,Yt kahapon na online class gapa load ko kay magreport lagi tapos silom dkn kuno kay overtime n 😠,0,0,,tl
117,2022-12-01 22:59:54+00:00,Kmitz123,"When our professor in Remedial law review decided to have our class at 5 a.m instead of the official schedule, i find it  very hard at the start pero na realize ko na mas masarap talaga pag Napa aga Ang gising😍 mas ganado mag recit kahit online 😛",0,0,,en
118,2022-12-01 22:55:46+00:00,lachiiiimolaala,"2. Choose the best institution to gain the best experience. Regardless if you graduate online class or not, you have the choice to choose for the best.",5,0,,en
119,2022-12-01 18:52:39+00:00,yuugureame,"uapang ankgas kahit joyride ang app na gamit ko: nagbook ako papuntang aliw theater. sa novaliches kami dumaan (par for the course), while ongoing ang online class ko. tamang log in lang at kinig sa teacher kasi maugong at maingay sa daan.",0,0,,tl
120,2022-12-01 16:50:31+00:00,camswheeinie,@MooMindanao Same sa PE Online class mi last year tas kailangan daw sabay sabay niya ang connection di makasama,1,0,,tl
121,2022-12-01 15:55:34+00:00,beansgasmin,"23 Topnotchers 96% Passing rate both Online and Face to Face Class. 

Salamat sa Opportunity na makapag turo ng Community Health Nursing! 

Sa aking Boss Congratulations! @kylestmary https://t.co/hfxaA6PpZ8",0,0,,tl
122,2022-12-01 15:17:03+00:00,hiraethikigai,tapos may online class pa,0,0,,en
123,2022-12-01 14:53:09+00:00,reidenik,"Hey friends, is anyone interested in becoming a high-earning Freelance Copywriter? ($1K - $2K/ mo)

My mentor is going to have an online class starting next week. Kasama rin ako so magiging classmates tayo 🤗

Just send me a message if you're interested 🙂",1,0,,en
124,2022-12-01 14:16:51+00:00,_bamyi,agape bukas pero may online class pa kami until 3pm 🥹🥲,0,0,,tl
125,2022-12-01 14:13:39+00:00,rexelbartolome,"@andrewpprice I feel like there's lots of overlap with level design. I'm not sure if Feng Zhu has a specific online course anyone can take, but he and his school, FZD, is definitely up there in terms teaching new world class talent regarding this. The student's works are gorgeous on their site",0,0,,en
126,2022-12-01 13:52:18+00:00,toledano_nena,@lornjamora1 @winleavegmmtv @thenreport I read she went to a culinary school in Paris. No wonder her creations are so uncommon. 1st class/pricey but many people still buy  at d pop-up stores &amp; for sure order online. If only they wud expand to South East Asian countries.Dito sa atin sa Philippines. Macarons! my fave! 😋,0,1,,en
127,2022-12-01 13:14:38+00:00,artvisitacion,hayssss gusto ko uli mag-delete ng lahat ng socmed. hshshshs. kaso online class pala 💀,0,0,,tl
128,2022-12-01 12:31:41+00:00,xth_sndgx,@sassydeonuu Trueee but webinar 'to not online class HAHAHHAHA,1,0,,en
129,2022-12-01 11:50:42+00:00,joshuaparon08,kasi biglaang may online class,0,0,,tl
130,2022-12-01 11:42:04+00:00,ActsReviewCtr,"Congratulations to SUYEN ANNE HORLANDA from 2022 Online Class Batch 3 for passing her ASCPi exams!

Enroll in our ASCPi / AMT / DoH-AD Online Review Classes now and set yourself apart from the competition.
.
https://t.co/PeEgRmeVEA… https://t.co/RHNO1MaOCp",1,0,,en
131,2022-12-01 10:30:14+00:00,suuuperjuls,nag online class ako sa dining area eto nagkakainan na sila tas ako nag online class pa hanep yan hahahahha,0,0,,tl
132,2022-12-01 09:02:36+00:00,CheMae21885631,gaduha2x ko ug mo uli ba ko this saturday or after online class na jud? pero naa koy plano mo uban nilang hendrex sa CDO animal! mananghid jud ko nilang mama.,0,0,,tl
133,2022-12-01 07:58:49+00:00,jacobblds,Ang hirap lang pag online class makaka tulog ka na lang kaka antay sa link.,0,0,,tl
134,2022-12-01 07:55:27+00:00,OxD3cw1n,"Thankyou so much for the load @QUEENSFAM &amp; @TiNEALNAH23 🥺❤️
Makakapag join na po ulit ako ng di na kailangan maki wifi sa kapitbahay at pang online class po ng kapatid ko ❤️ salamat po 🥰
#QueenFam https://t.co/NkiUNC9rzQ",18,1,['QueenFam'],tl
135,2022-12-01 07:25:28+00:00,OnlineClassNars,@StudentNurse143 Congratulations!!!,0,0,,en
136,2022-12-01 03:29:09+00:00,yamomdreamgurl,menyesal pgi class time period pain ni. pastu lect announce class online. lahhh 😩🤣,1,0,,en
137,2022-12-01 03:13:59+00:00,stanxxhikari,hays nalingat ako sa online class para itweet to tapos 11:12 nag tweet haha😔👍🏻,0,0,,tl
138,2022-12-01 03:10:34+00:00,JerichoBaj,@xTeNpiYeX That’s great to hear. But I’m at online class right now…,1,0,,en
139,2022-12-01 02:57:14+00:00,Crossworksphl,"PMP REVIEW | ONLINE CLASS | JANUARY 23-FEBRUARY 03, 2022| (9am-12nn) - https://t.co/73j6P3B6kE https://t.co/ShQhacHk79",0,0,,en
140,2022-12-01 02:53:52+00:00,rendzborg_,"okay let me clarify this andami kasi hindi maka-comprehend sa “bashers ng online class” i am not, in any way, romanticizing online classes. I am actually pertaining sa mga nagduda sa kakayahan namin kasi online lang “daw” kami, doon sa nagduda sa madaming laudes!",63,2,,tl
141,2022-12-01 01:10:23+00:00,alfaiser,@meralco good morning. Report ko po nawalan po kamo power supply kanina pang 4am. Location Maharlika Taguig City. Baka pwede naman po paki repair para maibalik na supply ng power.  May nag online class akong anak. Thanks po.,0,0,,tl
142,2022-12-01 00:30:47+00:00,arbsalamat,Online class tapos pasok agad mamaya sa school.,0,0,,tl
143,2022-12-01 00:24:53+00:00,jaeightaustria,bakit tuwing may online class ako laging ang lala ng allergic rhinitis ko 🤧,0,0,,tl
144,2022-11-30 23:49:00+00:00,OnlineClassNars,Susunod ako. Nauna lang batch mates ko. Magiging RN ako next year!,14,1,,tl
145,2022-11-30 16:18:28+00:00,hannahgimotea,online class nalang pala ulit,0,0,,tl
146,2022-11-30 13:39:47+00:00,BryanGrey18,Sobrang dami ng pumasa sa Board exam ng Nursing. 10 k lang yan usually aba nasa 18k ngayon?! Ano binabaan standards para dumami ang nurses!? Huy wag ganyan jusme. Kawawa mga pasyente pag incompetent mga nars 🥲 jusko puro online class tas dumame na,1,1,,tl
147,2022-11-30 13:32:41+00:00,MeahJazz,"@AlexasVixen Take a free class online

KDLEX Sweethearts #RAWRAWARDS2022",0,0,['RAWRAWARDS2022'],en
148,2022-11-30 02:07:41+00:00,marclene,@KaplanNCLEX What is the difference between the self paced and the live online class in terms of topics covered? Books provided?,0,0,,en
149,2022-11-29 11:38:35+00:00,kaayiee_,"❌ Mamati sa online class
✅Mabasa sang bardagulan sa GC",0,0,,tl
150,2022-11-29 09:48:14+00:00,Pretzeidon,@fabelleAB Thank you Ma'am Neer! 💖🎉 A product of Online Class hahahaha,0,0,,en
151,2022-11-27 08:19:13+00:00,chaileyiraikiri,Afternoon online class - ✅️,0,0,,en
152,2022-11-26 11:25:54+00:00,assylacntllana,jaske ot pa kami pag papractice ng cheerdance 🤣 online class naman pala bukas awit lods!,0,0,,tl
153,2022-11-26 02:02:26+00:00,krischarie,Last online meeting for Constitutional Law 1 class 💜 https://t.co/nsBjqR1Wpd,0,0,,en
154,2022-11-25 10:28:56+00:00,alexis_banga,Online class!!! 🥹,0,0,,en
155,2022-11-25 08:45:36+00:00,jubelleacmm,@gamybear_x hahahha pursuant to ordinance no... hahhaha charot bawal gud na kay online class daw eme,0,0,,tl
156,2022-11-25 02:42:18+00:00,trikseasf,"Leterally
Online class 🤝 chismis 🫶 https://t.co/keAqog1Uvd",1,0,,en
157,2022-11-24 13:54:47+00:00,___vannessac,"Taking an online Korean language class &amp; below are some words that I have learned so far (still in the process of memorizing the alphabet) &amp; the last one I just learned on my own using my handwritten cheatsheet. 

안녕핫ㅔ요

오빠

사랑

보라해

💜💜💜 https://t.co/LDFpU7MaFp",0,0,,en
158,2022-11-24 05:04:51+00:00,marvinolaes,Ilang taon na ring nag-o-online class pero hanggang ngayon litong-litong-lito pa rin ako sa pag sign in sa Zoom. Anuna @Zoom kaya ba nating pa-simplehin??? Parang ang dami kong pinagdadaanan bago makapasok sa meeting room! https://t.co/NdZr1KbMQ3,1,0,,tl
159,2022-11-22 09:07:59+00:00,iscntl,Huy may kiss pag nag rerecite sa online class huwhajakskssksk,0,0,,tl
160,2022-11-22 02:51:07+00:00,jmariembzz,kaurat online class,0,0,,en
161,2022-11-21 02:24:41+00:00,rOshaaan_28,"@airadavid25 kaya pala panay sunod kahit saan ako magpunta🫢 saka mga kaibigan niya na rin nagsabi sakin na online class pa lang, gusto na ako nyan. okay lang 'di maganda, pero atleast....... 💅💅",0,0,,tl
162,2022-11-21 02:10:18+00:00,jmariembzz,online class naman sana tapos nandito ako sa tugue:),0,0,,tl
163,2022-11-20 22:05:17+00:00,jmariembzz,online class pero sa tugue ako,0,0,,tl
