,Date,User,Tweet,Likes,Retweets,Hashtags,Language
16,2020-12-25 09:05:05+00:00,itsokeizieeeee,"@givemelovetk @sophia_s0222 I hope you choose me, it'll be a big help to my online class and small online business ♥️",0,0,,en
17,2020-12-25 06:33:38+00:00,itsokeizieeeee,"@BigNiceGiveaway @piccmeeprizes I hope that you choose me, it'll be a big help to my online class and my small online business, God bless ♥️",0,0,,en
18,2020-12-23 06:23:39+00:00,midnightraem,oNLinE cLasS.mp4 https://t.co/sMPoQG3pzY,20,0,,en
19,2020-12-23 05:32:56+00:00,itsokeizieeeee,"@syllagin Hope you choose me, it'll be a big help for my online class and small online business ♥️♥️",0,0,,en
20,2020-12-23 04:35:08+00:00,moyshesh_,Naa koy isa ka classmate na mag stop nalang daw siyag school kay di na niya kaya ang online class. legit lisod jud bitaw kaayo. daghan pa gyud pasahon imbis mag lipay lipay with fam na 🥺,1,0,,tl
21,2020-12-22 16:57:47+00:00,ChristianCruzat,@UnboxTherapy @100Freeiphone12 black pls 🥺🥺 for online class,0,0,,en
22,2020-12-22 08:28:09+00:00,kylecayme,"Musta online class dol?

Me: okay raman
Deep Inside: https://t.co/bPu49ZahXN",4,0,,en
23,2020-12-22 07:31:21+00:00,zchs_,"Di ko kahibaw, big deal diay ako paggamit ""sandugo"" sandal sa pag jogging. Kasi nag iisip pa ako if bibili ba ako ng sapatos  eh online class lang naman. Take note sandugo na na which is designed specifically for hiking and long walk dili pang paso paso ra. Kaluoy man ninyo uy 😬",0,0,,tl
24,2020-12-22 04:16:01+00:00,elainnehp,@PLDT_Cares BAT NAMAN GANON LAGI AKONG ADVANCE MAGBAYAD SA INYO NG WIFI BAKIT NO INTERNET ACCESS KAMI NGAYON DUN SA BAHAY NAMIN?? DI TULOY MAKAPAG ONLINE CLASS AT MAKAPAGWORK FROM HOME YUNG KAPATID KO. ANONA??,0,0,,tl
25,2020-12-20 09:56:15+00:00,charmilyyyn,I am a college student attending online class... I just wanted to be a busy person. Hinayaan lang ako nila mama basta daw magaral akong mabuti. ♥️,2,0,,tl
26,2020-12-20 05:26:32+00:00,rowchellecielos,"excuse me this is my way to earn money lalo na may online class ako, Covid 19 changed me. the way I lived. I'm surviving this crisis sana ikaw din. dami ko natutunan 2020. Looking forward 2021 😇 more blessings sana sa lahat.",1,0,,en
27,2020-12-19 13:09:24+00:00,jiggerbalana,"Been used to stress ever since....from that ""gimilagro""nga research proposal to simba sa kadlawon to saturday online class to grocery haaaaayyysttt",0,0,,en
28,2020-12-19 09:50:26+00:00,mwklpz,@talk2GLOBE Hindi po ako makapagDM sa inyo. Sana magawan po ng paraan ASAP kasi may online class kapatid ko.,0,0,,tl
29,2020-12-18 00:28:19+00:00,_urzer,@Yujinbenj See you online class on february 1 😍😝,0,0,,en
30,2020-12-17 13:45:30+00:00,imalfredooo,Hirap talaga matuto ng programming lalo na kung online class. F,0,0,,tl
31,2020-12-17 11:40:33+00:00,floreswendy129,Halos hindi na ako pumapasok sa online class ko,0,0,,tl
32,2020-12-17 08:08:58+00:00,_iammelissaanne,"Sarap nga naman sa feeling. Kahit na mukhang wala akong gaanong natutunan sa online class. 😂🤦‍♀️
I'm so so so happy kahit d ako makakauwi, at least #AllPassed",0,0,['AllPassed'],tl
33,2020-12-17 07:02:18+00:00,mrfhlgl,Wala naman jud koy natun-an aning online class uy 😩,1,0,,tl
34,2020-12-16 22:53:01+00:00,shawntoiixD13,"kanang sge radaw kog gunit ug cellphone HAHAHAHA lain sad na online class man, dinporket chill2 ra akong manghud same2 namig ginabuhatbyaya raman ning akong mama uyy",0,0,,tl
35,2020-12-16 10:17:11+00:00,whistlesevens,"tw / suicide

bobo. tanga. mang mang. walang puso. siraulo. tangina. gago. lahat ng masasamang salita gusto ko sabihin sayo, walang nakakatawa sa student na nag suicide dahil sa putanginang online class na pauso nyo. https://t.co/kYEUlKx7bq",0,0,,tl
36,2020-12-15 14:29:24+00:00,ferdzdecena,"My last yoga class for the year!

It's been tough and challenging year but it's also an honor to practice with you all through it! Online or offline. 

See you all next year! Stay safe and healthy! And most of all enjoy the season.

😊🙏

#ferdzflowyoga 
#vinyasaflow 
#yoga https://t.co/cdocQWJvwX",0,0,"['ferdzflowyoga', 'vinyasaflow', 'yoga']",en
37,2020-12-15 03:24:11+00:00,Shonellss,Nakakatamad umattend sa online class,3,0,,tl
38,2020-12-14 08:53:52+00:00,glysnlcrml,miho is me to my lessons ngayong online class😭 https://t.co/ylvRnVmsEM,1,0,,en
39,2020-12-14 07:01:12+00:00,DhaniGhurl,Binilan ng laptop para sa online class hindi maglaro ng valorant hahahahah,0,0,,tl
40,2020-12-14 00:38:30+00:00,RenRenDungol,Jusko! Mag 9am nalng brownout lang gihapon dri sa kiamba 😢 . Pila nalng ka % akong cp 😢 may online class pa 😢 tungod jud ni sa kusog kaayong ulan gahapon ba . Naa napod siguro na tumba na poste 😭,0,0,,tl
41,2020-12-14 00:11:27+00:00,Gwyn_crnchzz,Parang mag hi online class din ako ah 🤦🏻‍♀️,29,0,,tl
42,2020-12-13 13:18:14+00:00,MoisesSalido,"Online class japun next sem?
Atay pa-enroll mos inyu uyyy HAHAHAHAA piste man diay",0,0,,tl
43,2020-12-13 10:15:51+00:00,RenRenDungol,"Intawon unsa na orasa , wala pa nag balik ang kuryente. May online class pami ogma. 🙄🙄🙄",0,0,,tl
44,2020-12-12 12:43:38+00:00,LouellaVanessa,@amorisetlegem Hahahahaaha I FEEL YOU!! Going to class without taking a bath has become the new norm for me during online classes 😂😂,1,0,,en
45,2020-12-11 12:54:57+00:00,EAlorico_,"Never imagine na itong pagbebenta ko ng lasagna, pasta, and even sweets ay makatutulong sa pang online class ko (never ako nanghingi ng pera pang load sa parents ko ng dahil dito). Wala lang, natutuwa at nagagalak lang puso ko kapag naaalala ko pano ako nagsimulang mangarap.",0,0,,tl
46,2020-12-11 05:35:38+00:00,joweeeeeeeel,@PLDT_Cares Good afternoon po. 2 months na po kaming walang internet. And nag request na po ako ng repair sa linya namin pero ni update wala akong natatanggap lamang. Need po ng mother ko tas kapatid ko po ng internet connection para sa online class nila po.,0,0,,tl
47,2020-12-11 04:48:26+00:00,Jelayaguilar,May online class pala kami mamayang 5,0,0,,tl
48,2020-12-11 03:45:02+00:00,KhianKirk,Absenot kayo ko online class man unta.,0,0,,tl
49,2020-12-11 02:36:05+00:00,ellaareyes_,grabe ang luwag at pinadali na nga yung buhay natin sa online class (sa school namen) tapos iaasa nyo pa sa iba yung gawain nyo 😬😬😬😬😬😬😬 yikes,1,0,,tl
50,2020-12-11 02:29:46+00:00,speaksloveonly,"Goodmorning po @valenzuelacity  @rex_gatchalian  May mga bata po na nasa labas ng kanilang bahay at naglalaro po dito sa covered court. Sa Dahoa Compound Paraport, GenT po. Maiingay din po sila may online teaching and class pa po kasi kami. Salamat po",0,1,,tl
51,2020-12-10 18:05:12+00:00,rhazyyy,pls Lord ayoko na po ng online class next year di q po ito kakayanin pag 3rd year na ko tapos ganito kadugo shsgsfshsfhgdhjvgs https://t.co/jIGxSedejZ,0,0,,tl
52,2020-12-10 16:14:27+00:00,gabriel_jasel,"Sa wakas tapos na rin ang pagiinarte ko sa online class nayan. January ulit, second sem BWAHAHAHAHAHAHAHAHA",0,0,,tl
53,2020-12-10 14:38:50+00:00,AlvarJan,The PC I built was for gaming and my excuse sa ako parents para musugot sila is pang online class and it turns out ang ako pc kay mao nalang gyud ang gamit ron HAHAHA,1,0,,tl
54,2020-12-10 13:44:34+00:00,altura_neil,@RanRafanan Malapit na kung di lang dahil sa online class talaga naku binura ko na hahahahahahah,0,0,,tl
55,2020-12-10 13:42:29+00:00,jessinambaga,"Kung sila gumigising ng maaga para mag goodmorning sa mga bebe nila , ako gumigising ng maaga para sa online class ko ng 7am .",0,0,,tl
56,2020-12-10 13:00:50+00:00,MartosReynan,@plnln_ online class lng kayo huyy,0,0,,tl
57,2020-12-10 05:50:02+00:00,irish_mtnte,Online class and requirements make me go 🤯 . My MS and NRES lessons are giving me a headache.,0,0,,en
58,2020-12-10 05:19:57+00:00,jeff_toledo_,"Today marks the first time na nagsermon ako sa klase since nagstart ako magturo. 
At sa online class pa. 😂",1,0,,tl
59,2020-12-10 05:11:16+00:00,Tag_Araw88,On going yung online class namin ng kapatid ko tapos yung mga alaga naming pusa nakikisabay din. HAHAHAHAHAHAHAHA! Meow meow lang naiintindihan ko 😂,0,0,,tl
60,2020-12-10 02:16:20+00:00,JohnLloydBaguio,@garrettedevon HAHAHAHA ug online class next sem japun badi murag duha2 nako,0,0,,tl
61,2020-12-10 00:32:56+00:00,PoI_chaeL,"Sarap matulog lakas nang ulan, katamad mag online class",1,0,,tl
62,2020-12-09 23:43:35+00:00,PoI_chaeL,Umay ang aga nang online class,0,0,,tl
63,2020-12-09 16:35:21+00:00,quenagustin,"We have quizzes this weekend, then prepare for finals next week. Lyk what are you really expecting us to do? Sine secure na ba ninyo na ang online class is for the sake of compliance nalang?",11,0,,en
64,2020-12-08 23:48:36+00:00,vrgslhycs,"gusto ko lang matulog, wag na kaya ako umattend ng online class. WAHAHAHHA",0,0,,tl
65,2020-12-08 04:51:37+00:00,rhettbln,naa jud tay prof na ginasumpa no lisod nagani ang setup sa online class jusko,0,0,,tl
66,2020-12-08 02:13:06+00:00,neongreennnn,Gusto na lang ko magbike. Kapuya aning online class.,0,0,,tl
67,2020-12-08 00:39:18+00:00,SwieteniaGracia,"@meralco reporting a power disruption at Southgate Subdivision, Calumpang, Tayabas City. Praying that there be electric current in time for my online class in Tokyo at 12noon. Thanks!",1,0,,en
68,2020-12-07 04:09:39+00:00,johnsunga_,Itching to enroll for Mandarin class. I’ll see you (online)  classmates. https://t.co/se2smgbgZi,2,0,,en
69,2020-12-07 03:49:53+00:00,LloydCedrick2,mukhang makakatulog ako mamaya sa online class namin mamaya😴,0,0,,tl
70,2020-12-07 03:39:57+00:00,chuuaaness,Tripping ramani ang online class oy,15,2,,en
71,2020-12-07 03:33:59+00:00,noturladydiane,Di gyud ko ready mag online class balik🙃🙃🙃,0,0,,tl
72,2020-12-07 02:30:31+00:00,kobeavilaaa,6 fingers ako mag online class alle cod lang HAHAHAHAHAAHAHA,1,0,,tl
73,2020-12-07 00:46:07+00:00,yours_astro,Good morning #Aroha #Astro my inspiration on my online class (Korean Lang.) https://t.co/dStzFxMSC3,0,0,"['Aroha', 'Astro']",en
74,2020-12-07 00:26:50+00:00,jonnpaulodolot,Ginagawa ko lang podcast yung online class ko huhu video and mic off habang nakahiga sjsjsks Living In The IT Era Season 1 Ep 3,5,0,,tl
75,2020-12-06 13:34:20+00:00,monterey_kaye,"First Sunday of December! Tama na muna ang module at online class, unahin muna natin si GOD😇🙏Merry Christmas Everyone🎊🎉 https://t.co/k6GralHtma",0,0,,tl
76,2020-12-06 04:59:28+00:00,shetange,dapat wala ng groupings kapag online class eh HAHAHAHAHAHAHHAHA 😗,4,0,,tl
77,2020-12-05 15:51:42+00:00,mrcruz261993,di kase nag online class😛 https://t.co/fFsWHxc3UM,0,0,,tl
78,2020-12-05 06:41:36+00:00,juvyyyguevarra,mas gusto ko pa mga quiz sa facebook kesa online class 😆,4,0,,tl
79,2020-12-05 01:17:52+00:00,dannaashleyyy,late pa din kahit online class 😂😂,0,0,,tl
80,2020-12-04 22:10:10+00:00,iceyjoannamae,"Maybe because when the online class started, unhealthy ang routine ko. Babad sa laptop and phone tapos twice a day naliligo.",1,0,,en
81,2020-12-04 02:22:23+00:00,PoI_chaeL,Umay tinatamad na ako mag online class,2,0,,tl
82,2020-12-04 01:16:04+00:00,majoydemesa,Anong nangyayare @Converge_CSU  Walang internet Hindi makapag online class Baka naman naaayos..,0,0,,tl
83,2020-12-03 18:54:58+00:00,chamontecilloph,"Dahil nanumbalik na yung study habit ko (yung nakasanayan ko since grade school hanggang hs, shzz tagal ko hinintay 'to) nung naging online class na, nasanay na ako mag-advance reading tapos ngayon wala pang lessons sa module. Sinadya ng prof na wag lagyan siguro para makinig. 😅",0,0,,tl
84,2020-12-03 14:48:16+00:00,pbrsia,"@_lykaochoa sure gain weight 😅
We miss you @jezreljoana busy ka mag online class. @ Quezon City, Philippines https://t.co/CveJi3breX",0,0,,en
85,2020-12-03 13:59:08+00:00,xielinealcaraz,@JIMINPINKSKIES oo nga eh buti di ka nuhuli sa online class niyo na ngumingiti ngiti🤣,0,0,,tl
86,2020-12-03 11:02:22+00:00,RodolfoLuta,Tapos din online class😭,2,0,,en
87,2020-12-03 10:16:57+00:00,badyangpogi,Hello sir! Super blessed to have you as our prof huhuhu sana masarap po lagi ulam nyo hehe you’re one of the reas… — i super love you too guys! keep the payah burning!!! im always excited din to do online class becuase namimiss ko… https://t.co/jeHvIgfLrg,28,0,,en
88,2020-12-03 08:58:08+00:00,rensauverlelion,Online Class indeed! https://t.co/YZBUiR74zQ,3,0,,en
89,2020-12-03 08:39:38+00:00,alengmataba06,"gaming headset
trending pra sa mga online games, class with mic

650 @ San Mateo, Dasmarinas https://t.co/w56NwVkCOc",0,0,,tl
90,2020-12-03 08:25:24+00:00,alleahmyksss,Biglang nag blur paningin ko during online class ba as in for realllll,0,0,,tl
91,2020-12-03 05:41:44+00:00,imnott_berto,Ihit nanaman sa gc hahaha while online class pa talaga hahaha,2,0,,tl
92,2020-12-03 05:21:54+00:00,CJ_Canarez,Nasa synchronous online class tapos inaantok ka https://t.co/LGXNl4v4k9,3,0,,tl
93,2020-12-03 04:55:45+00:00,jaysonibay_,Cancel ang online class wooohooooo,2,0,,en
94,2020-12-03 04:15:54+00:00,ItsKimiCasili,safer tamang online class na ako later sa driving.,0,0,,tl
95,2020-12-03 03:19:42+00:00,AMasucal,Bakit ngayon pako nag kaka struggle sa online class ko 😭,0,0,,tl
96,2020-12-03 01:58:29+00:00,billy_gito,: Online Class na ulet,3,1,,en
97,2020-12-02 23:08:36+00:00,whosangeeel,Online class na nga lang nasesermunan pa section namin hahshsjaahah,2,0,,tl
98,2020-12-02 12:57:41+00:00,AyeePeamapol,"Hi babiis kamusta? Kaya pa ba? If stress ka na mag answer sa modules mo or sa online class mo pwede mong panoorin ang parody na gawa ng Faculty Of Offgun! Please watch the video until the end and press like ! Thankyou very much babiis! We need your help💚
https://t.co/r8Agb84JMK",1,2,,tl
99,2020-12-02 12:34:23+00:00,Pabssss13,"Saan aabot ang online class mo 😂
#manilacathedral
#lrt 
#PortAreaManila https://t.co/jlHohXiBTy",1,0,"['manilacathedral', 'lrt', 'PortAreaManila']",tl
100,2020-12-02 11:52:32+00:00,fjhayisanan_,Alam mo nakakaumay na yung hanggang 9pm na online class HAHAHAHHA extend pa madalas,1,0,,tl
101,2020-12-02 10:03:12+00:00,cangelle_10,If i had given a chance when im in younger years a sustainable way of learning. Maybe its easier for me to cope up on those hard lessons.  So sad even now i can't  buy a new phone for my online class 😩,0,0,,en
102,2020-12-02 09:40:24+00:00,ry_blscn,"Ime-meet ko pa naman sya bukas sa online class namin tapos tinawag ko ng ""lolo"" huhuhuhu",1,0,,tl
103,2020-12-02 08:58:39+00:00,Kimmylatte0921,Nakuha jud ni nako na mga techniques kay sa Online Class (If ka familiar mo ana na VLOG) og unsaon pag make og Alibi HAHAHAHA,0,0,,tl
104,2020-12-02 08:53:36+00:00,Kimmylatte0921,Sa online class damo jud kaayo og alibi ba HAHAHA,2,0,,tl
105,2020-12-02 07:28:14+00:00,jaigamazingaira,"online class*
teacher; kumain na ba kayo?
demonyo mong kaklase; loh, pafall si maam.

@JAIGADVODELSUR 
#JaiGaSurprisingAFan",1,0,['JaiGaSurprisingAFan'],tl
106,2020-12-02 05:28:18+00:00,milizalacuesta,samok online class,0,0,,en
107,2020-12-02 05:27:36+00:00,eleventhmr,How ironic it is to talk about our rights to quality education while in an online class?,5,0,,en
108,2020-12-02 04:37:26+00:00,SkypascualCutee,Instead of pressing the mic in online class I pressed the cam🤦🏻‍♂️ mukha pa naman akong kagigising haha,0,0,,tl
109,2020-12-02 02:53:40+00:00,Shn_brrd,may online class nga pala kanina pota HAHAHAHAHAH,0,0,,tl
110,2020-12-02 02:45:00+00:00,HumbertRamil15,"minsan ang hirap na lang din talagang mag talk, like hello!! may online class pero yung mga bunganga parang fiesta amp.",2,0,,tl
111,2020-12-02 01:35:24+00:00,lalay_10,Gagi parang di ko kaya itake yung mga subject for the 2nd sem kung online class pa din😭 https://t.co/mTbd3HRs0X,0,0,,tl
112,2020-12-02 01:27:37+00:00,CloudyIccy,@Rem_Kash Makadaot sa pag bike ang online class hunghang 😫😁,0,0,,tl
113,2020-12-02 01:24:39+00:00,jaysonibay_,Parang gusto kong umabsent bukas sa online class 🤧🤯,1,0,,tl
114,2020-12-01 17:22:32+00:00,mizamericana13,Ayoko Lang talagang isipin ung about sa online class ko Kasi nasstress talaga ako pero pukinanginang canvas bakit walang nag nonotif sakin na gagawin  tapos makikita monalang locked na😃,0,0,,tl
115,2020-12-01 13:29:01+00:00,rechmon_c,"Another eye protection, for online class.😎😊😘
#loveyoureyes @ Koronadal, South Cotabato https://t.co/Yn5w8Wu26k",0,0,['loveyoureyes'],en
116,2020-12-01 13:04:44+00:00,itsmeshenoa,nakaka anxiety na online class ganon pa makikita mong grade ediiiii tanginamo,0,0,,tl
117,2020-12-01 08:24:39+00:00,daisycornes_,-100 ligtas points na kami sa langit dahil sa online class 🤧,0,0,,tl
118,2020-12-01 02:29:20+00:00,ivan_d_queen,Sinabay yung online class sa paglilinis 😜,0,0,,tl
119,2020-12-01 00:24:56+00:00,thoughtsbyLensy,nalinis na yung bike🥰 sipag ko aa sana sa online class din hahaa,0,0,,tl
120,2020-11-30 18:28:16+00:00,vxnqtie,@DanielNewman I hope you can help me buy my nephew a new laptop for his online class. #DanielsGift ￼,0,0,['DanielsGift'],en
121,2020-11-30 15:44:21+00:00,LozanoAlmario,Dana online class nnmn bukas,1,0,,tl
122,2020-11-30 15:29:40+00:00,vjwlx,"Online class na naman, nakakatamad na ulit",0,0,,tl
123,2020-11-30 14:59:02+00:00,notyour_angela,Online Class na naman bukasss🙃😬,0,0,,tl
124,2020-11-30 14:13:11+00:00,Jeypiiiiiel,Okay tapos na mga maliligayang araw hahaha balik na sa online class bukas hahahaha,0,0,,tl
125,2020-11-30 13:14:07+00:00,mariyandeng,"Knowing the fact na pag nag online ako, ang dami na namang chat about kulang and the likes, tapos maghahanap na naman ako sa class records.",1,0,,tl
126,2020-11-30 11:51:28+00:00,praningningz,bisan online class pabida lang gyapon si banig girl boshet!!!!,0,0,,tl
127,2020-11-30 11:42:50+00:00,JoshuaPadriga,Gusto ko mag out of town next week katapos na katapos ng online class,0,0,,tl
128,2020-11-30 10:32:38+00:00,vrgslhycs,hays may online class na naman bukas,0,0,,tl
129,2020-11-30 07:22:27+00:00,cmgng0628,wa may sulod2 online class gd mers jd nmo camiguing,0,0,,tl
130,2020-11-30 06:14:32+00:00,vxnqtie,@DanielNewman Tryna to get my nephew a new laptop this Christmas. Since my nephew is using an old laptop he can barely keep up with his online class since its laggy and it’s always crashing. I wish you can help me get him a new one. 🥺 #DanielsGift,0,0,['DanielsGift'],en
131,2020-11-30 00:41:41+00:00,altheaamit,"@IvanaAlawi Consequence ""Giving homeless people christmas gift""

If ako ang mapili ang gusto kong color is gold cuz i inspire  ate ivana im a student im live in Leyte sana mapili ako para sa online class ko 

You have a golden heart ate ivana you inspired me too much❤️ https://t.co/7M7PAIdmtV",1,0,,en
132,2020-11-29 15:42:40+00:00,pearlelalooo,Selling this Lenovo G450 for cheap. Baka may kakilala kayong need for online class https://t.co/GbMBoX22eo,0,0,,tl
133,2020-11-29 14:00:27+00:00,000107u,want q mag deactivate kaso may online class aq ahahahahahahha,0,0,,tl
134,2020-11-29 12:10:58+00:00,izra_anw,Mas better ang signal. De na ako lalabas para lang makapag online class (zoom class)😇,0,0,,tl
135,2020-11-29 10:27:01+00:00,LAldrinne,"Tangina parang makina katawan ko walang hinto, pagdating sa online class nagkaSipon na ako mukang absent pa nga",0,0,,tl
136,2020-11-29 06:15:09+00:00,anjelicss,"nakakabobo ang online class, puro nalang essay HAHAHAHAHAHAHAHA",0,0,,tl
137,2020-11-29 02:50:24+00:00,cangelle_10,"Kahit cellphone na lang this xmass lord :(
Needed ko po sa online class ko ;(",0,0,,tl
138,2020-11-28 15:19:05+00:00,slsdncmae,AYAW KO NA TALAGA SA ONLINE CLASS. HINDI NA AKO NATUTUWA.,1,0,,tl
139,2020-11-28 13:54:30+00:00,nielsubida03,@rbiiii03 hindi kasi stress na ako sa online class eh--- and yeah hahaha,1,0,,tl
140,2020-11-28 12:00:08+00:00,xxkyhthrxx,"May online class ako sa taxation pero nadidistract ako sa kakaisip ng unsealed album ng bts 🤦‍♀
@GLINTPH",0,0,,tl
141,2020-11-28 11:02:55+00:00,zchs_,"JOKE MAN NING ONLINE CLASS UY. MWF NAKO KAY M SYNCHRONOUS MEETING, W KAY QUIZ, F NAMAN PARA SA ACTIVTY/ASSIGNMENT. SAME SAD SA TTh NAKO NA SCHED BA. TUESDAY SYNCHRONOUS MEETING NIYA TH KAY PARA SA QUIZ OR ACTIVTY (DEPENDE SA SUBJECT) IF DI MATAPOS KAY SA SAT AND SUN TAPUSON YAWA",1,0,,tl
142,2020-11-28 10:51:02+00:00,MrVante123095,"NEW BABY! 🥰
HUAWEI MATEBOOK D-14 RYZEN 7!
Di pa to fully paid. HAHAHAHA! 😂

Now I can use this in my online class at the same time I can now edit my vlogs easily. 🤧 https://t.co/zTtWDSRRgl",4,0,,en
143,2020-11-28 09:40:59+00:00,shrylmrivi,"Mao jud ning orasaha nga nadisconnect nako sa zoom. Hahaha

Laag &gt; Online class https://t.co/gZZ2RzKv78",4,0,,tl
144,2020-11-28 08:15:01+00:00,reygeneee_,practice proper posture najud ta ani kay para iwas back pain especially karon online class na sige ra ug lingkod!!!! #PaalamLBP #ItNoLongerHurtsLBP,0,2,"['PaalamLBP', 'ItNoLongerHurtsLBP']",tl
145,2020-11-27 11:08:34+00:00,_pjtsim,"It is how you manage your time with your friend/s (we had our samgyupsal dinner), while having our online class. (major sub 'to ziz) 🤭 https://t.co/JTY4uj0dwU",2,0,,en
146,2020-11-27 10:13:30+00:00,Judeorant,Di ko lubos maisip dati pano mag conduct ng chem lab class online... may mas nakakalungkot pa palang cases 🥺 https://t.co/5jjFYROIEQ,0,0,,tl
147,2020-11-27 03:30:57+00:00,dannaashleyyy,"nakatulugan ko online class. pagtingin ko sa ms teams, ako na lang yung naka on call 😞",0,0,,tl
148,2020-11-27 03:27:38+00:00,mhaemaldonado,"Nakakaumay na mag online class, sa totoo lang. Hindi lang para sa mga estudyante. Pati sa faculty din.",64,3,,tl
149,2020-11-27 01:10:40+00:00,dannaashleyyy,"hanggang online class, late pa din ako",0,0,,tl
150,2020-11-26 13:46:56+00:00,YURISALAS17,@M3_theGreat Labyuuuu Akin ka na pang online class,0,0,,tl
151,2020-11-26 03:45:51+00:00,nicoleRabara1,Tangina matapos lang tong online Class na to magpapainom talaga ako 😂,0,0,,tl
152,2020-11-26 03:45:03+00:00,nicoleRabara1,Online Class Really a pandemic for me😂,1,0,,en
153,2020-11-26 01:41:51+00:00,ivan_d_queen,"Online class sa jeep, bitch 🤓😎",0,0,,en
154,2020-11-25 17:10:49+00:00,_tareqcabigon,@PLDT_Cares possible po bang may pumunta ng technician dito mamaya sa area namin? Hirap po ng walang internet hindi makapag online class. Mag aanim na araw nacpo kami walang internet,0,0,,tl
155,2020-11-25 16:21:24+00:00,rianbacalla,This online class got my eyesight damaged!!!,11,0,,en
156,2020-11-25 14:28:13+00:00,trishakaryl_,kapoy online class,0,0,,tl
157,2020-11-25 11:44:00+00:00,shoshanuuuhlily,sarap pala ng bebe time habang nag online class,0,0,,tl
158,2020-11-25 00:27:24+00:00,itsEstoyaAllen,Ayoko na ng online class na to tangina,23,5,,tl
159,2020-11-24 19:20:33+00:00,whoisalli_,pag hindi ako inantok ngayon diresto online class na toh :)),0,0,,tl
160,2020-11-24 18:07:44+00:00,meJPAUL,"@schylsa @garvidaian @dxslzr__ Right? Like, from letting you have your online class sa Cafe Amoree to forcing you to submit your activity at 7/11 hahaha omg sana di jud kami bad influence bb boy",2,0,,en
161,2020-11-24 18:05:39+00:00,baerwidme,"lordt di na po talaga ako natututo sa online class, wala nang pumapasok sa utak ko kundi kailangan kong pumasa ✨",2,0,,tl
162,2020-11-24 12:21:14+00:00,Vanessapearl18,@imaldrichang Kantahan ko kaya ako pampawala ng stress sa online class hehehe demandinggg lang hehe,0,0,,tl
163,2020-11-24 06:59:54+00:00,rtsvka,Di na talsga slako mag eenroll next term gat hindi physical class pota napaka hirap ng online parang ako lang din nag tuturo sa sarili ko + time pressure. potah edi mag aaral nalang ako mag isa hahahahahha wala pang pressure. https://t.co/dCiBERpufu,0,0,,tl
164,2020-11-24 05:28:28+00:00,JanaIsSheBad,While waiting for my online class❤️ https://t.co/OP4qxSGFwX,0,0,,en
